dateTransfer;datetimeTransfer;clientNumber;transferValue;transferCurrency;transferID;transferLog;destinationBankNumber;destinationBankBranch;destinationBankAccount
2022-10-01;2022-10-01T16:48:12Z;5832;6445;dollar $;20222979;;33;1100;70127-1
2022-10-01;2022-10-01T12:57:00Z;6032;8490;zing ƒ;20222978;;421;1200;53962-3
2022-10-01;2022-10-01T09:32:31Z;2489;10155;dollar $;20222977;;33;2400;62368-7
2022-09-30;2022-09-30T22:02:15Z;5832;6490.42;zing ƒ;20222976;;33;9921;38469-2
2022-09-30;2022-09-30T09:31:48Z;2727;5157;dollar $;20222975;;290;2231;31943-6
2022-09-30;2022-09-30T09:24:52Z;5764;3630;british pound £;20222974;;421;1200;25903-9
2022-09-30;2022-09-30T00:51:55Z;2489;5030;dollar $;20222973;;290;8800;39033-0
2022-09-29;2022-09-29T20:42:29Z;2727;10708.27;zing ƒ;20222972;;33;4078;81185-4
2022-09-29;2022-09-29T18:26:39Z;5243;8694.01;dollar $;20222971;;290;4078;76187-4
2022-09-29;2022-09-29T13:38:48Z;3715;4043.73;dollar $;20222970;;666;1979;39653-5
2022-09-29;2022-09-29T04:17:24Z;2489;5756;dollar $;20222969;;421;8521;76539-9
2022-09-29;2022-09-29T03:54:54Z;4608;9980;zing ƒ;20222968;;666;1100;68219-4
2022-09-28;2022-09-28T23:34:15Z;2727;6078.26;zing ƒ;20222967;;33;2231;74840-2
2022-09-28;2022-09-28T20:21:57Z;3100;7541.06;british pound £;20222966;;290;8800;66094-7
2022-09-28;2022-09-28T16:11:19Z;3284;1903.09;dollar $;20222965;;421;1100;71163-2
2022-09-28;2022-09-28T15:58:18Z;6032;8311.54;zing ƒ;20222964;;666;6317;60588-4
2022-09-28;2022-09-28T15:22:20Z;3284;5070.42;zing ƒ;20222963;;421;1100;62724-0
2022-09-28;2022-09-28T13:31:15Z;5986;6959;dollar $;20222962;;33;5420;81767-4
2022-09-28;2022-09-28T11:00:47Z;1945;10359;dollar $;20222961;;421;8521;28480-6
2022-09-28;2022-09-28T06:14:06Z;1121;8830;zing ƒ;20222960;;666;6317;86095-2
2022-09-28;2022-09-28T04:54:11Z;1121;5952.73;dollar $;20222959;;421;1979;29614-3
2022-09-27;2022-09-27T12:50:15Z;2727;9716;zing ƒ;20222958;;421;6552;55047-6
2022-09-27;2022-09-27T07:22:24Z;5832;3915.45;zing ƒ;20222957;;666;2400;69658-9
2022-09-27;2022-09-27T05:05:03Z;5986;6757.66;dollar $;20222956;;290;4425;36516-1
2022-09-26;2022-09-26T18:49:38Z;5516;4911.35;dollar $;20222955;;666;1979;28725-7
2022-09-26;2022-09-26T11:07:38Z;1945;3402;dollar $;20222954;;421;3321;71440-8
2022-09-26;2022-09-26T09:43:57Z;1455;7169;zing ƒ;20222953;;421;5420;81324-3
2022-09-26;2022-09-26T04:09:46Z;5516;3204.27;zing ƒ;20222952;;421;6552;44502-5
2022-09-26;2022-09-26T02:40:26Z;4965;3295.58;dollar $;20222951;;421;1979;79124-9
2022-09-26;2022-09-26T01:31:46Z;4862;3631.27;dollar $;20222950;;421;6317;37886-6
2022-09-26;2022-09-26T00:21:50Z;4965;5679.93;dollar $;20222949;;33;3321;82192-7
2022-09-25;2022-09-25T14:27:08Z;1217;7620.62;dollar $;20222948;;666;8521;26697-9
2022-09-25;2022-09-25T13:08:03Z;3795;6269.68;dollar $;20222947;;290;2231;63169-9
2022-09-25;2022-09-25T03:24:30Z;3284;7124.29;zing ƒ;20222946;;290;5420;80234-2
2022-09-24;2022-09-24T19:44:16Z;1217;7722.88;zing ƒ;20222945;;666;1100;76977-1
2022-09-24;2022-09-24T16:00:16Z;5188;6820;dollar $;20222944;;421;1200;65783-1
2022-09-24;2022-09-24T15:18:38Z;5243;5004.13;dollar $;20222943;;33;4425;70386-7
2022-09-24;2022-09-24T12:30:55Z;3795;4451.67;zing ƒ;20222942;;290;2231;81939-0
2022-09-24;2022-09-24T09:28:44Z;1217;3873;dollar $;20222941;;421;3321;56147-2
2022-09-24;2022-09-24T09:26:33Z;5188;5374.41;zing ƒ;20222940;;33;8521;44260-0
2022-09-24;2022-09-24T01:14:40Z;1945;8936.48;dollar $;20222939;;290;6317;46820-9
2022-09-23;2022-09-23T22:49:19Z;1121;1327;british pound £;20222938;;290;5420;77350-1
2022-09-23;2022-09-23T07:22:49Z;3284;9453;dollar $;20222937;;666;4078;72033-2
2022-09-23;2022-09-23T05:21:28Z;1217;5822;dollar $;20222936;;290;4425;58342-6
2022-09-22;2022-09-22T20:31:16Z;3795;6410.28;dollar $;20222935;;290;2231;37214-5
2022-09-22;2022-09-22T15:51:40Z;5188;7453.29;british pound £;20222934;;666;6552;29105-3
2022-09-22;2022-09-22T14:40:16Z;4862;8192;zing ƒ;20222933;;290;1979;77605-3
2022-09-22;2022-09-22T11:03:05Z;5832;8812;dollar $;20222932;;33;2400;75719-5
2022-09-22;2022-09-22T10:29:51Z;3795;6081;zing ƒ;20222931;;666;1002;41888-0
2022-09-22;2022-09-22T06:33:03Z;2727;10556.87;dollar $;20222930;;290;3321;55787-2
2022-09-22;2022-09-22T05:49:51Z;3715;7442;euro €;20222929;;290;1979;86058-7
2022-09-22;2022-09-22T05:33:50Z;1945;7575;dollar $;20222928;;666;2231;25530-4
2022-09-22;2022-09-22T03:03:51Z;1297;4770;dollar $;20222927;;290;4425;67794-1
2022-09-21;2022-09-21T22:34:52Z;5764;8615.61;dollar $;20222926;;421;9921;74984-8
2022-09-21;2022-09-21T10:19:34Z;5987;7212;dollar $;20222925;;290;8521;77242-6
2022-09-21;2022-09-21T08:34:14Z;3284;7001;dollar $;20222924;;33;3321;40301-3
2022-09-21;2022-09-21T05:56:42Z;6032;5033;dollar $;20222923;;666;6552;75252-0
2022-09-21;2022-09-21T04:38:15Z;4023;5957;dollar $;20222922;;290;6552;60527-1
2022-09-21;2022-09-21T03:50:35Z;2727;4855;dollar $;20222921;;290;1979;35119-7
2022-09-21;2022-09-21T00:40:04Z;5243;3923.12;dollar $;20222920;;421;6552;65260-1
2022-09-20;2022-09-20T22:04:09Z;3715;8611.93;dollar $;20222919;;421;8521;86407-9
2022-09-20;2022-09-20T21:53:24Z;1121;4900;dollar $;20222918;;666;2400;45825-1
2022-09-20;2022-09-20T21:10:44Z;3284;2644;dollar $;20222917;;33;8800;53471-0
2022-09-20;2022-09-20T15:20:49Z;5188;6090.7;dollar $;20222916;;290;6317;38573-4
2022-09-20;2022-09-20T13:53:10Z;5986;11522.49;dollar $;20222915;;421;6317;84388-7
2022-09-20;2022-09-20T10:11:16Z;4608;5352;dollar $;20222914;;421;6552;37511-6
2022-09-20;2022-09-20T06:55:47Z;3294;6027;british pound £;20222913;;33;2400;66465-8
2022-09-20;2022-09-20T00:59:51Z;5188;7583.9;dollar $;20222912;500 Server Unavailable;290;1979;85242-1
2022-09-19;2022-09-19T19:41:41Z;3715;8503.78;zing ƒ;20222911;;666;5420;60430-3
2022-09-19;2022-09-19T18:21:28Z;4965;7859;dollar $;20222910;;666;1979;34916-8
2022-09-19;2022-09-19T15:42:58Z;4862;4979;dollar $;20222909;;421;1002;69192-2
2022-09-19;2022-09-19T14:39:29Z;5516;3139;zing ƒ;20222908;;33;3321;84389-1
2022-09-19;2022-09-19T00:20:31Z;5986;4068;zing ƒ;20222907;;33;2231;24830-9
2022-09-18;2022-09-18T22:09:24Z;4608;3058;dollar $;20222906;;33;6552;65245-1
2022-09-18;2022-09-18T07:45:36Z;3715;3647.28;dollar $;20222905;;421;8521;82432-5
2022-09-18;2022-09-18T05:40:53Z;5832;8644.87;zing ƒ;20222904;;33;8800;35213-9
2022-09-17;2022-09-17T23:52:17Z;5243;8193;dollar $;20222903;;666;6317;58083-9
2022-09-17;2022-09-17T23:25:46Z;5986;7583.13;dollar $;20222902;;666;1200;61480-7
2022-09-17;2022-09-17T19:19:52Z;3795;4527;dollar $;20222901;;290;1979;57089-3
2022-09-17;2022-09-17T08:02:42Z;4023;7984;zing ƒ;20222900;;33;5420;35700-3
2022-09-17;2022-09-17T03:26:31Z;1121;3520.74;dollar $;20222899;;290;2400;68006-4
2022-09-17;2022-09-17T03:23:34Z;2197;4179.92;dollar $;20222898;;666;2231;60373-0
2022-09-17;2022-09-17T00:43:33Z;1297;3894.83;euro €;20222897;;421;4078;35982-6
2022-09-16;2022-09-16T23:35:40Z;3294;129.09;zing ƒ;20222896;;290;3321;60867-9
2022-09-16;2022-09-16T20:18:35Z;3100;3677;dollar $;20222895;;33;1002;49558-6
2022-09-16;2022-09-16T04:31:57Z;4862;3298;dollar $;20222894;;421;1100;80789-5
2022-09-16;2022-09-16T03:50:34Z;5987;8344;dollar $;20222893;;666;6552;36844-1
2022-09-16;2022-09-16T03:36:54Z;3100;8541;zing ƒ;20222892;;290;8521;41024-3
2022-09-16;2022-09-16T03:03:37Z;1121;2276.94;british pound £;20222891;;421;1979;80218-8
2022-09-16;2022-09-16T00:29:09Z;4965;5647.11;dollar $;20222890;;666;1002;36406-5
2022-09-15;2022-09-15T18:45:07Z;3795;8226.72;zing ƒ;20222889;;290;4425;39047-7
2022-09-15;2022-09-15T18:18:19Z;3294;3306.33;dollar $;20222888;;421;1200;81240-5
2022-09-15;2022-09-15T14:50:41Z;5516;3985;dollar $;20222887;;290;4425;74028-8
2022-09-15;2022-09-15T07:42:04Z;5986;6861.11;dollar $;20222886;;33;6317;60410-6
2022-09-15;2022-09-15T02:56:17Z;6032;4634.79;british pound £;20222885;;290;1002;61723-0
2022-09-14;2022-09-14T22:39:36Z;4465;5410.52;zing ƒ;20222884;;290;1979;72496-9
2022-09-14;2022-09-14T19:23:43Z;1297;6954;dollar $;20222883;;33;1200;27695-3
2022-09-14;2022-09-14T13:53:16Z;4965;3212.63;zing ƒ;20222882;;421;1002;36668-4
2022-09-14;2022-09-14T06:49:46Z;4465;6449;zing ƒ;20222881;;290;4425;62558-2
2022-09-14;2022-09-14T04:06:30Z;4465;5804;zing ƒ;20222880;;666;1100;52701-6
2022-09-14;2022-09-14T03:17:02Z;5987;9615;dollar $;20222879;;33;6552;49781-6
2022-09-14;2022-09-14T03:05:00Z;4862;5846;zing ƒ;20222878;;290;6552;66754-2
2022-09-13;2022-09-13T21:26:15Z;1217;3889;zing ƒ;20222877;;33;1002;71427-7
2022-09-13;2022-09-13T20:47:44Z;1455;6744.93;dollar $;20222876;;421;1200;53171-6
2022-09-13;2022-09-13T16:40:43Z;1121;4654;dollar $;20222875;;290;2231;56796-6
2022-09-13;2022-09-13T10:25:20Z;4023;7491.27;euro €;20222874;;33;6317;77353-9
2022-09-13;2022-09-13T06:42:43Z;5243;5853;euro €;20222873;;666;9921;69924-5
2022-09-13;2022-09-13T06:31:49Z;4862;10887;british pound £;20222872;;290;1979;56527-1
2022-09-13;2022-09-13T01:15:02Z;2489;6028.02;british pound £;20222871;;33;6317;56088-5
2022-09-12;2022-09-12T15:02:26Z;5764;5249;dollar $;20222870;;666;8521;32878-1
2022-09-12;2022-09-12T07:07:59Z;5243;7766.64;zing ƒ;20222869;;33;2231;81838-4
2022-09-12;2022-09-12T01:11:23Z;1121;8105.03;dollar $;20222868;;421;3321;68191-8
2022-09-11;2022-09-11T22:12:54Z;3284;8163.75;dollar $;20222867;;290;8800;37111-6
2022-09-11;2022-09-11T21:48:06Z;4965;5694;zing ƒ;20222866;;290;3321;54295-3
2022-09-11;2022-09-11T19:22:52Z;3715;4505.83;dollar $;20222865;;421;6552;35994-5
2022-09-11;2022-09-11T11:50:29Z;2197;3715.48;dollar $;20222864;;421;3321;68879-3
2022-09-10;2022-09-10T21:16:26Z;5188;2058;british pound £;20222863;;666;8521;49644-7
2022-09-10;2022-09-10T19:29:05Z;2197;5046.68;dollar $;20222862;;421;5420;84663-4
2022-09-10;2022-09-10T18:14:53Z;2197;7912.02;dollar $;20222861;;421;6552;32396-3
2022-09-10;2022-09-10T17:04:49Z;1121;5862.03;dollar $;20222860;;290;1200;60725-5
2022-09-10;2022-09-10T16:59:21Z;1455;6474;british pound £;20222859;;290;6552;64678-1
2022-09-10;2022-09-10T16:20:32Z;1217;8420.84;dollar $;20222858;;290;8800;48295-1
2022-09-10;2022-09-10T15:09:41Z;2197;6271.66;dollar $;20222857;;421;1002;71188-9
2022-09-10;2022-09-10T05:51:24Z;6032;4408.8;dollar $;20222856;;666;2400;37317-1
2022-09-10;2022-09-10T05:26:55Z;1945;9012.15;dollar $;20222855;;33;9921;62434-4
2022-09-10;2022-09-10T04:58:00Z;4465;5705;dollar $;20222854;;290;1002;69160-5
2022-09-10;2022-09-10T03:47:06Z;3294;4020;dollar $;20222853;;666;9921;27938-8
2022-09-09;2022-09-09T22:21:47Z;3294;8478;zing ƒ;20222852;;421;1100;64772-4
2022-09-09;2022-09-09T16:59:53Z;4465;3075;dollar $;20222851;;33;3321;37531-5
2022-09-09;2022-09-09T11:39:53Z;3715;4307.83;dollar $;20222850;;421;1002;83622-5
2022-09-09;2022-09-09T07:03:16Z;5188;6679;dollar $;20222849;;666;1979;30369-3
2022-09-08;2022-09-08T22:05:56Z;5516;8835;dollar $;20222848;;421;1100;80075-6
2022-09-08;2022-09-08T16:38:30Z;4608;2558;dollar $;20222847;;666;4425;37417-6
2022-09-08;2022-09-08T07:38:41Z;1217;4245;dollar $;20222846;;290;9921;61312-6
2022-09-08;2022-09-08T04:04:39Z;4023;9071.03;zing ƒ;20222845;;33;6317;38259-1
2022-09-07;2022-09-07T22:10:45Z;3284;3714.54;dollar $;20222844;;421;8800;43807-1
2022-09-07;2022-09-07T20:17:29Z;1455;5714;dollar $;20222843;;290;4078;86244-3
2022-09-07;2022-09-07T17:38:16Z;1945;9793.74;british pound £;20222842;;33;2231;71046-0
2022-09-07;2022-09-07T15:28:49Z;5516;8288.58;zing ƒ;20222841;;290;1979;82430-1
2022-09-07;2022-09-07T13:02:35Z;3795;4992.19;zing ƒ;20222840;;33;2400;34794-9
2022-09-07;2022-09-07T08:59:00Z;3284;6107.13;zing ƒ;20222839;;33;6552;62757-9
2022-09-07;2022-09-07T02:29:58Z;5832;12559.35;dollar $;20222838;;290;1979;47195-8
2022-09-06;2022-09-06T22:39:47Z;5987;4931.74;dollar $;20222837;;290;5420;80990-4
2022-09-06;2022-09-06T20:08:55Z;5764;7206.07;dollar $;20222836;;33;3321;44982-8
2022-09-06;2022-09-06T04:53:50Z;3715;885.66;dollar $;20222835;;421;8521;42468-8
2022-09-06;2022-09-06T04:07:08Z;5516;544.65;dollar $;20222834;;290;3321;39283-8
2022-09-06;2022-09-06T01:54:41Z;5764;7214.44;dollar $;20222833;;666;6317;80481-0
2022-09-06;2022-09-06T01:31:16Z;3715;9129.79;british pound £;20222832;;666;3321;84126-9
2022-09-06;2022-09-06T00:00:11Z;5188;10706;zing ƒ;20222831;;290;8521;28573-7
2022-09-05;2022-09-05T20:55:05Z;4465;6535.08;dollar $;20222830;;666;4078;76260-9
2022-09-05;2022-09-05T20:53:24Z;5832;6301.68;dollar $;20222829;;33;5420;69499-7
2022-09-05;2022-09-05T12:45:43Z;4023;5663.3;british pound £;20222828;;290;6552;37701-9
2022-09-05;2022-09-05T11:26:48Z;1121;4343;zing ƒ;20222827;;421;4078;64623-4
2022-09-05;2022-09-05T10:44:38Z;5986;4352.15;dollar $;20222826;;290;1002;28097-3
2022-09-05;2022-09-05T02:58:57Z;6032;9653;zing ƒ;20222825;;33;3321;24755-1
2022-09-05;2022-09-05T00:47:32Z;3795;8711.31;british pound £;20222824;;33;1100;51490-0
2022-09-04;2022-09-04T20:39:48Z;6032;4723.48;dollar $;20222823;;666;8800;81341-0
2022-09-04;2022-09-04T18:50:24Z;4465;6799.61;dollar $;20222822;;421;5420;78317-9
2022-09-04;2022-09-04T15:14:09Z;4965;7208.45;dollar $;20222821;;290;1100;63921-3
2022-09-04;2022-09-04T14:23:02Z;3795;3912.22;zing ƒ;20222820;;666;1979;82358-3
2022-09-04;2022-09-04T14:09:59Z;2727;12024.24;dollar $;20222819;;666;4425;50911-6
2022-09-04;2022-09-04T06:14:36Z;5243;6889;dollar $;20222818;;666;6317;47315-1
2022-09-04;2022-09-04T00:39:45Z;3294;3873.71;dollar $;20222817;;421;3321;77927-4
2022-09-03;2022-09-03T16:26:14Z;5243;3154;zing ƒ;20222816;;421;1002;46802-5
2022-09-03;2022-09-03T15:42:02Z;1121;4958.31;zing ƒ;20222815;;666;1002;57243-1
2022-09-03;2022-09-03T09:07:59Z;3795;3654;zing ƒ;20222814;408 Request Timeout;290;9921;60494-5
2022-09-03;2022-09-03T06:35:31Z;4023;2605.36;dollar $;20222813;;421;6317;45351-1
2022-09-03;2022-09-03T04:17:29Z;2489;5452.8;zing ƒ;20222812;;33;2231;56694-2
2022-09-02;2022-09-02T23:00:47Z;4023;9052;zing ƒ;20222811;;666;8800;81693-0
2022-09-02;2022-09-02T20:28:43Z;5764;2106.84;british pound £;20222810;;33;6317;58677-3
2022-09-02;2022-09-02T19:06:24Z;5243;6003.92;dollar $;20222809;;290;9921;63027-4
2022-09-02;2022-09-02T15:04:46Z;1217;10756;dollar $;20222808;;33;1200;74837-9
2022-09-02;2022-09-02T11:37:56Z;5764;1667;zing ƒ;20222807;;290;4078;53571-5
2022-09-02;2022-09-02T11:04:46Z;2727;9115.55;british pound £;20222806;;421;1100;62217-6
2022-09-02;2022-09-02T02:19:18Z;5986;5843;dollar $;20222805;;421;6552;58179-1
2022-09-01;2022-09-01T20:35:02Z;2727;6445.69;euro €;20222804;;33;4078;47573-7
2022-09-01;2022-09-01T19:56:23Z;3294;7349;dollar $;20222803;;33;6552;44032-2
2022-09-01;2022-09-01T16:23:11Z;1121;6024;british pound £;20222802;;421;6552;28514-4
2022-09-01;2022-09-01T11:59:54Z;4862;5349.69;british pound £;20222801;;421;5420;69094-5
2022-09-01;2022-09-01T10:24:59Z;5243;5080.98;zing ƒ;20222800;;421;2231;35030-2
2022-09-01;2022-09-01T08:44:03Z;3795;6014;dollar $;20222799;;290;6552;37408-3
2022-09-01;2022-09-01T06:37:12Z;3715;9733;dollar $;20222798;;421;6552;52981-3
2022-08-31;2022-08-31T16:15:51Z;1297;7376.54;british pound £;20222797;;666;8800;85620-2
2022-08-31;2022-08-31T15:25:41Z;5987;8425.9;dollar $;20222796;;33;4078;39807-6
2022-08-31;2022-08-31T13:53:10Z;3284;8402;dollar $;20222795;;290;3321;46858-6
2022-08-31;2022-08-31T09:41:41Z;1121;3398.73;zing ƒ;20222794;;421;1100;58338-7
2022-08-31;2022-08-31T00:19:39Z;4862;5707;dollar $;20222793;;290;1979;55654-4
2022-08-30;2022-08-30T13:11:38Z;5832;5679.89;british pound £;20222792;;290;6552;65896-3
2022-08-30;2022-08-30T08:24:01Z;5832;5682;zing ƒ;20222791;;33;6552;48325-5
2022-08-30;2022-08-30T05:28:57Z;5832;8631.76;dollar $;20222790;;290;9921;36735-8
2022-08-30;2022-08-30T04:45:35Z;5243;6895;dollar $;20222789;;290;4425;75409-8
2022-08-29;2022-08-29T20:45:25Z;1217;5050;dollar $;20222788;;421;3321;82198-9
2022-08-29;2022-08-29T20:17:48Z;2197;7373.52;british pound £;20222787;;290;9921;26177-2
2022-08-29;2022-08-29T19:54:21Z;5188;1240.78;british pound £;20222786;;290;2400;62449-1
2022-08-29;2022-08-29T16:32:53Z;4862;7185.59;dollar $;20222785;;290;6317;41936-4
2022-08-29;2022-08-29T15:13:13Z;6032;8346;british pound £;20222784;;421;8521;68083-1
2022-08-29;2022-08-29T15:00:58Z;3795;8607.46;dollar $;20222783;;290;4078;74764-5
2022-08-29;2022-08-29T14:30:30Z;3795;7256;dollar $;20222782;;290;1979;78760-1
2022-08-29;2022-08-29T10:36:29Z;3795;5801;dollar $;20222781;;33;1002;57085-4
2022-08-29;2022-08-29T09:57:58Z;4965;4534.23;dollar $;20222780;;421;4425;55099-5
2022-08-29;2022-08-29T01:31:23Z;3100;6517;british pound £;20222779;;421;4078;60724-5
2022-08-29;2022-08-29T00:28:53Z;5764;4517;dollar $;20222778;;33;6552;83919-5
2022-08-28;2022-08-28T23:38:27Z;4608;5924.13;zing ƒ;20222777;;33;1979;38871-4
2022-08-28;2022-08-28T23:19:36Z;3715;8981.5;zing ƒ;20222776;;666;1979;85269-2
2022-08-28;2022-08-28T23:19:21Z;5243;5040;dollar $;20222775;;421;2400;37557-7
2022-08-28;2022-08-28T21:09:33Z;2727;3731.83;dollar $;20222774;;666;8800;82287-9
2022-08-28;2022-08-28T19:28:05Z;4465;2380.64;zing ƒ;20222773;;421;3321;24677-4
2022-08-28;2022-08-28T15:56:34Z;1945;7323;dollar $;20222772;;666;1200;46749-0
2022-08-28;2022-08-28T15:22:03Z;3795;5995;dollar $;20222771;;290;2400;77752-6
2022-08-28;2022-08-28T13:49:24Z;1945;7143.79;dollar $;20222770;;666;1100;55419-3
2022-08-28;2022-08-28T10:47:47Z;3284;5180;zing ƒ;20222769;;33;1002;66775-4
2022-08-27;2022-08-27T23:28:15Z;3284;5422.53;dollar $;20222768;;666;1979;77645-1
2022-08-27;2022-08-27T21:07:19Z;5188;9913;dollar $;20222767;;33;2400;71702-8
2022-08-27;2022-08-27T20:06:58Z;3294;4627;dollar $;20222766;;666;1002;48778-2
2022-08-27;2022-08-27T20:06:43Z;3100;4459.62;dollar $;20222765;;421;6552;36644-8
2022-08-27;2022-08-27T15:48:13Z;3294;7638.95;dollar $;20222764;;33;2400;48381-2
2022-08-27;2022-08-27T13:29:50Z;2727;11469.37;dollar $;20222763;;666;2400;28322-0
2022-08-27;2022-08-27T12:13:55Z;5188;3849;british pound £;20222762;;421;6552;80140-9
2022-08-27;2022-08-27T11:07:08Z;2197;6559;zing ƒ;20222761;;421;5420;73160-8
2022-08-27;2022-08-27T07:54:01Z;5188;7804.76;dollar $;20222760;;666;1979;83733-0
2022-08-27;2022-08-27T07:06:19Z;3715;6084.39;dollar $;20222759;;666;2400;38308-4
2022-08-27;2022-08-27T06:41:11Z;3715;6579;zing ƒ;20222758;;33;2400;52099-4
2022-08-27;2022-08-27T05:58:34Z;3284;6193;british pound £;20222757;;33;4425;61318-2
2022-08-27;2022-08-27T02:44:35Z;5188;655.24;dollar $;20222756;;290;2400;37287-6
2022-08-26;2022-08-26T18:12:56Z;2489;5699;dollar $;20222755;;290;4078;61648-2
2022-08-26;2022-08-26T15:33:46Z;3795;5798;dollar $;20222754;;666;8800;34284-1
2022-08-25;2022-08-25T18:00:54Z;1121;6113.13;zing ƒ;20222753;;290;1979;83790-9
2022-08-25;2022-08-25T02:16:12Z;1121;5332.25;dollar $;20222752;;666;2231;58617-1
2022-08-25;2022-08-25T00:53:24Z;6032;6008.81;british pound £;20222751;;33;1979;34995-0
2022-08-24;2022-08-24T21:45:58Z;4023;3885.07;dollar $;20222750;;421;1100;75872-0
2022-08-24;2022-08-24T20:37:40Z;5986;5922;british pound £;20222749;;421;2231;32192-3
2022-08-24;2022-08-24T16:51:30Z;1121;1046.93;euro €;20222748;;421;6317;38887-3
2022-08-24;2022-08-24T14:46:35Z;4862;9945.73;dollar $;20222747;;666;8800;77360-1
2022-08-24;2022-08-24T09:23:31Z;5188;6857;dollar $;20222746;;290;2400;70199-5
2022-08-24;2022-08-24T04:37:16Z;2727;5595;zing ƒ;20222745;;33;2231;34990-6
2022-08-23;2022-08-23T23:41:49Z;5516;3930.42;zing ƒ;20222744;;666;1100;26932-3
2022-08-23;2022-08-23T18:32:26Z;5986;7186.23;dollar $;20222743;;421;8521;67478-3
2022-08-23;2022-08-23T07:30:22Z;3294;8225;dollar $;20222742;;421;5420;69888-4
2022-08-23;2022-08-23T02:03:42Z;6032;5073.04;british pound £;20222741;;33;3321;56970-1
2022-08-22;2022-08-22T20:53:25Z;1455;5756.52;dollar $;20222740;;421;8521;77249-7
2022-08-22;2022-08-22T19:06:45Z;1121;8266;dollar $;20222739;;290;5420;28185-4
2022-08-22;2022-08-22T15:48:02Z;1297;4843.17;dollar $;20222738;;666;6317;68956-2
2022-08-22;2022-08-22T15:04:47Z;2727;5499;zing ƒ;20222737;;666;1200;72274-7
2022-08-22;2022-08-22T11:19:41Z;2489;6477;dollar $;20222736;;666;2231;30105-5
2022-08-22;2022-08-22T09:19:18Z;5764;7416.97;dollar $;20222735;;666;6552;63203-0
2022-08-22;2022-08-22T08:48:48Z;3284;5050;zing ƒ;20222734;;33;4078;63613-5
2022-08-22;2022-08-22T05:08:20Z;6032;6096.35;dollar $;20222733;;666;1002;47992-7
2022-08-22;2022-08-22T02:12:15Z;5987;8683.31;dollar $;20222732;;33;6552;67284-1
2022-08-21;2022-08-21T13:40:05Z;1455;4292.65;dollar $;20222731;;290;2400;66077-9
2022-08-21;2022-08-21T08:36:36Z;2197;10155;british pound £;20222730;;666;8800;49485-8
2022-08-20;2022-08-20T22:03:33Z;3715;4578;dollar $;20222729;;33;1002;60933-7
2022-08-20;2022-08-20T21:58:38Z;2197;8416.04;dollar $;20222728;;666;2231;78268-9
2022-08-20;2022-08-20T18:07:28Z;3294;5823;zing ƒ;20222727;;33;6552;56578-6
2022-08-20;2022-08-20T13:45:18Z;5986;5205.3;dollar $;20222726;;290;8800;63055-4
2022-08-20;2022-08-20T12:54:41Z;1455;7150;dollar $;20222725;;666;6317;38681-5
2022-08-20;2022-08-20T12:27:55Z;2727;160;dollar $;20222724;;33;1002;75581-5
2022-08-20;2022-08-20T06:28:55Z;4465;2363.33;dollar $;20222723;;290;2231;32772-5
2022-08-20;2022-08-20T03:47:56Z;1455;6028.34;dollar $;20222722;;33;8521;26094-5
2022-08-19;2022-08-19T23:03:56Z;2727;10007;zing ƒ;20222721;;33;2231;81071-7
2022-08-19;2022-08-19T19:12:55Z;2197;4466.83;british pound £;20222720;;421;1100;51459-0
2022-08-19;2022-08-19T16:42:47Z;5987;4618.53;zing ƒ;20222719;;421;4078;28987-5
2022-08-19;2022-08-19T15:38:43Z;5986;6259;dollar $;20222718;;421;9921;30087-6
2022-08-19;2022-08-19T14:56:01Z;2727;5895;dollar $;20222717;;33;1200;33706-3
2022-08-19;2022-08-19T11:45:24Z;5987;6182.73;dollar $;20222716;;421;6317;40817-2
2022-08-19;2022-08-19T11:19:57Z;3715;7996.41;dollar $;20222715;;290;1979;45402-7
2022-08-19;2022-08-19T02:16:29Z;1945;8631;zing ƒ;20222714;;290;1200;48328-9
2022-08-19;2022-08-19T02:11:52Z;5986;4591;zing ƒ;20222713;;33;4078;56581-7
2022-08-18;2022-08-18T16:57:12Z;1121;11490.37;zing ƒ;20222712;;421;2400;61244-9
2022-08-18;2022-08-18T15:49:02Z;4965;5418;zing ƒ;20222711;;421;2400;42391-8
2022-08-18;2022-08-18T15:37:20Z;5188;6901;dollar $;20222710;;290;8521;85943-6
2022-08-18;2022-08-18T14:17:59Z;3715;7806.85;dollar $;20222709;;290;2231;72127-6
2022-08-18;2022-08-18T14:01:07Z;3294;4420;dollar $;20222708;;290;2400;27831-8
2022-08-18;2022-08-18T06:05:35Z;3284;12531.84;dollar $;20222707;;33;2231;26355-6
2022-08-18;2022-08-18T02:48:22Z;5188;5208;zing ƒ;20222706;;290;2231;52646-6
2022-08-18;2022-08-18T01:58:32Z;1455;2281.96;dollar $;20222705;;666;1100;44120-4
2022-08-17;2022-08-17T23:48:06Z;5987;7454.01;zing ƒ;20222704;;33;6317;25302-7
2022-08-17;2022-08-17T22:26:22Z;1297;6087.01;dollar $;20222703;;666;1002;39697-1
2022-08-17;2022-08-17T17:02:26Z;5832;3945;euro €;20222702;;290;8800;50724-1
2022-08-17;2022-08-17T14:01:33Z;5764;2589;dollar $;20222701;;666;6552;42710-4
2022-08-17;2022-08-17T13:20:49Z;4862;6109.89;zing ƒ;20222700;;33;6552;55495-1
